ime,posred,vrsta,tip,leto,zemljisce,velikost,cena,agencija
"CELJE, CENTER",Prodaja,Poslovni prostor,Kombiniran prostor,1965,,40.0,49900.0,
"CELJE, CENTER",Prodaja,Stanovanje,dvosobno,2019,,50.0,89000.0,
"CELJE, CENTER",Prodaja,Poslovni prostor,Prostor za storitve,1870,,52.0,49000.0,
"CELJE, CENTER",Prodaja,Stanovanje,trisobno,1952,,59.3,74000.0,
"CELJE, CENTER",Prodaja,Stanovanje,trisobno,1952,,59.3,74000.0,
"CELJE, CENTER",Prodaja,Poslovni prostor,Pisarna,1993,,60.0,117000.0,
"CELJE, CENTER",Prodaja,Stanovanje,dvosobno,1978,,68.0,76000.0,
"CELJE, CENTER",Prodaja,Stanovanje,trisobno,1905,,71.5,88800.0,
"CELJE, CENTER",Prodaja,Poslovni prostor,Prostor za storitve,1995,,80.0,49000.0,
"CELJE, CENTER",Prodaja,Stanovanje,dvosobno,1956,,87.0,100000.0,
"CELJE, CENTER",Prodaja,Stanovanje,trisobno,1700,,97.0,61500.0,
"CELJE, CENTER",Prodaja,Stanovanje,triinpolsobno,2015,,105.0,130000.0,
"CELJE, CENTER",Prodaja,Stanovanje,trisobno,1931,,105.0,105000.0,
"CELJE, CENTER",Prodaja,Stanovanje,trisobno,1897,,115.0,168000.0,
"CELJE, CENTER",Prodaja,Stanovanje,štirisobno,1890,,120.0,128000.0,
"CELJE, CENTER",Prodaja,Poslovni prostor,Prostor za storitve,2004,,146.0,198000.0,
"CELJE, CENTER",Prodaja,Poslovni prostor,Neživilska trgovina,2018,,150.0,160000.0,
"CELJE, CENTER",Prodaja,Poslovni prostor,Prostor za storitve,1980,,151.0,85000.0,
"CELJE, CENTER",Prodaja,Stanovanje,petsobno,1897,,154.0,159000.0,
"CELJE, CENTER",Prodaja,Hiša,Dvojček,1964,,180.0,135000.0,
"CELJE, CENTER",Prodaja,Stanovanje,trisobno,1750,,317.0,138000.0,
"CELJE, CENTER",Prodaja,Hiša,Samostojna,1912,,330.0,225000.0,
"CELJE, CENTER",Prodaja,Poslovni prostor,Večji poslovni kompleks,1900,,606.77,860000.0,
"CELJE, CENTER",Prodaja,Poslovni prostor,Neživilska trgovina,2003,,1000.0,800.0,
"CELJE, CENTER - KERSNIKOVA ULIC",Prodaja,Stanovanje,triinpolsobno,1948,,123.9,69700.0,
"CELJE, CENTER - RAZLAGOVA ULICA",Prodaja,Stanovanje,trisobno,1984,,76.4,108000.0,
"CELJE, CENTER - TEHARSKA",Prodaja,Poslovni prostor,Prostor za storitve,2018,,70.0,55900.0,
"CELJE, CENTER MESTA",Prodaja,Poslovni prostor,Gostinski lokal,2004,,87.0,89000.0,
"CELJE, CENTER MESTA",Prodaja,Poslovni prostor,Prostor za storitve,2004,,87.0,89000.0,
"CELJE, CENTER MESTNA TRŽNICA",Prodaja,Stanovanje,enoinpolsobno,2019,,49.8,75000.0,
"CELJE, CENTER, GLAVNI TRG 6",Prodaja,Stanovanje,petsobno,2016,,139.8,149000.0,
"CELJE, CENTER, GOSPOSKA ULICA",Prodaja,Poslovni prostor,Prostor za storitve,1889,,64.0,64000.0,
"CELJE, CENTER, JENKOVA",Prodaja,Hiša,Dvojček,1968,,297.0,380000.0,
"CELJE, CENTER, PREŠERNOVA ULICA",Prodaja,Poslovni prostor,Prostor za storitve,1960,,213.0,215000.0,
"CELJE, CENTER, STARO MESTNO JEDRO",Prodaja,Stanovanje,trisobno,1873,,104.0,148000.0,
"CELJE, CENTER, TEHARSKA CESTA",Prodaja,Stanovanje,trisobno,1890,,85.5,69900.0,
"CELJE, CETA V TRNOVLJE",Prodaja,Poslovni prostor,Skladišče,1950,,1249.5,420000.0,
"CELJE, DEČKOVO NASELJE",Prodaja,Stanovanje,trisobno,1963,,64.9,85000.0,
"CELJE, DOLARJEVA ULICA",Prodaja,Hiša,Samostojna,1949,,164.0,67000.0,
"CELJE, DREŠINJA VAS",Prodaja,Hiša,Dvojček,1978,,125.0,130000.0,
"CELJE, GABERJE",Prodaja,Stanovanje,trisobno,1925,,75.0,60000.0,
"CELJE, GABERJE",Prodaja,Poslovni prostor,Kombiniran prostor,1960,,1680.0,1450000.0,
"CELJE, GAJI",Prodaja,Poslovni prostor,Kombiniran prostor,1995,,1392.0,1429000.0,
"CELJE, GAJI",Prodaja,Poslovni prostor,Večji poslovni kompleks,1995,,1392.0,1429000.0,
"CELJE, GLANI TRG",Prodaja,Stanovanje,dvosobno,2008,,98.0,140000.0,
"CELJE, GLAVNI TRG",Prodaja,Stanovanje,trisobno,1451,,73.25,125000.0,
"CELJE, GLAVNI TRG 7",Prodaja,Poslovni prostor,Prostor za storitve,2001,,237.0,129900.0,
"CELJE, GLEDALIŠKI TRG 7",Prodaja,Stanovanje,štiriinpolsobno,1950,,160.0,75000.0,
"CELJE, GUBCEVA ULICA",Prodaja,Stanovanje,enosobno,1920,,36.5,56000.0,
"CELJE, HRAŠOVČEVA ULICA 12, POLULE",Prodaja,Hiša,Samostojna,1966,,158.0,136000.0,
"CELJE, HUDINJA",Prodaja,Hiša,Samostojna,1935,,117.0,129000.0,
"CELJE, HUDINJA",Prodaja,Hiša,Samostojna,1967,,135.0,150000.0,
"CELJE, HUDINJA",Prodaja,Poslovni prostor,Večji poslovni kompleks,2007,,280.0,414220.0,
"CELJE, HUDINJA, OPEKARNIŠKA 15B",Prodaja,Poslovni prostor,Prostor za storitve,2008,,111.6,178800.0,
"CELJE, IPAVČEVA ULICA",Prodaja,Poslovni prostor,Večji poslovni kompleks,1960,,2939.0,970000.0,
"CELJE, JENKOVA 26, 3000",Prodaja,Hiša,Samostojna,1929,,270.0,400000.0,
"CELJE, KERSNIKOVA ULICA",Prodaja,Stanovanje,triinpolsobno,1948,,123.9,69700.0,
"CELJE, LAVA",Prodaja,Stanovanje,garsonjera,1975,,29.0,42900.0,
"CELJE, LAVA",Prodaja,Poslovni prostor,Prostor za storitve,1990,,104.0,150000.0,
"CELJE, LAVA",Prodaja,Hiša,Samostojna,1987,,172.3,209000.0,
"CELJE, LAVA",Prodaja,Hiša,Samostojna,1937,,201.0,240000.0,
"CELJE, LAVA",Prodaja,Hiša,Samostojna,1977,,203.0,175000.0,
"CELJE, LAVA",Prodaja,Poslovni prostor,Prostor za storitve,2013,,294.0,265000.0,
"CELJE, LAVA",Prodaja,Poslovni prostor,Skladišče,1980,,2249.7,520000.0,
"CELJE, LAVA - OSTROŽNO",Prodaja,Poslovni prostor,Večji poslovni kompleks,1988,,2155.0,550000.0,
"CELJE, LAVA - OSTROŽNO",Prodaja,Poslovni prostor,Prostor za storitve,1988,,2155.0,550000.0,
"CELJE, LAVA - OSTROŽNO",Prodaja,Poslovni prostor,Delavnica,1988,,2155.0,550000.0,
"CELJE, LAVA, GOSTILNA ČULK",Prodaja,Poslovni prostor,Gostinski lokal,1850,,480.0,350000.0,
"CELJE, LEVEC 32",Prodaja,Hiša,Samostojna,1955,,105.9,85000.0,
"CELJE, LISCE",Prodaja,Hiša,Samostojna,1990,,250.0,231000.0,
"CELJE, LISCE, BLIZU MESTA",Prodaja,Hiša,Samostojna,1910,,80.0,44300.0,
"CELJE, LJUBEČNA - BOVŠE",Prodaja,Hiša,Samostojna,2011,,192.74,129900.0,
"CELJE, LJUBLJANSKA 7, POSLOVNI CENTER VRTNICA",Prodaja,Poslovni prostor,Gostinski lokal,2002,,31.0,35000.0,
"CELJE, LJUBLJANSKA CESTA",Prodaja,Stanovanje,dvoinpolsobno,2007,,70.0,139000.0,
"CELJE, LJUBLJANSKA CESTA",Prodaja,Poslovni prostor,Pisarna,2004,,144.6,108450.0,
"CELJE, LJUBLJANSKA CESTA",Prodaja,Poslovni prostor,Kombiniran prostor,1995,,155.5,690.0,
"CELJE, LJUBLJANSKA CESTA 18A",Prodaja,Stanovanje,štirisobno,2003,,136.0,205000.0,
"CELJE, LOPATA",Prodaja,Hiša,Samostojna,2003,,230.0,425000.0,
"CELJE, MARIBORSKA CESTA, NASPROTI CITY CENTRA",Prodaja,Hiša,Samostojna,1930,,380.0,190000.0,
"CELJE, MEDLOG",Prodaja,Hiša,Samostojna,1986,,170.0,390000.0,
"CELJE, MEDLOG",Prodaja,Hiša,Samostojna,1979,,314.0,158000.0,
"CELJE, MIKLOŠIČEVA ULICA 5",Prodaja,Stanovanje,trisobno,1972,,64.3,89000.0,
"CELJE, MUZEJSKI TRG, CENTER MESTA",Prodaja,Stanovanje,dvosobno,1987,,44.7,59000.0,
"CELJE, NA ZELENICI",Prodaja,Stanovanje,trisobno,1965,,70.0,122000.0,
"CELJE, NOVA VAS",Prodaja,Garaža,Parkirno mesto,2006,,12.5,6500.0,
"CELJE, NOVA VAS",Prodaja,Garaža,Vsi tipi,2006,,13.0,6500.0,
"CELJE, NOVA VAS",Prodaja,Poslovni prostor,Gostinski lokal,1991,,28.1,35000.0,
"CELJE, NOVA VAS",Prodaja,Poslovni prostor,Gostinski lokal,1997,,32.0,30000.0,
"CELJE, NOVA VAS",Prodaja,Stanovanje,dvoinpolsobno,1978,,71.3,105000.0,
"CELJE, NOVA VAS",Prodaja,Poslovni prostor,Pisarna,1995,,98.17,105000.0,
"CELJE, NOVA VAS",Prodaja,Poslovni prostor,Pisarna,1995,,98.2,105000.0,
"CELJE, NOVA VAS",Prodaja,Poslovni prostor,Kombiniran prostor,1997,,164.0,109000.0,
"CELJE, NOVA VAS, BAR GOLF",Prodaja,Poslovni prostor,Gostinski lokal,1991,,96.5,105000.0,
"CELJE, NOVA VAS, CELOVŠKA ULICA 11",Prodaja,Stanovanje,trisobno,1978,,75.0,139000.0,
"CELJE, NOVA VAS, KRAIGHERJEVA ULICA",Prodaja,Stanovanje,trisobno,1978,,72.1,128500.0,
"CELJE, NOVA VAS, ULICA GREVENBROICH",Prodaja,Poslovni prostor,Gostinski lokal,1992,,52.3,28000.0,
"CELJE, NOVI TRG",Prodaja,Garaža,Parkirno mesto,2007,,13.0,6900.0,
"CELJE, NOVI TRG",Prodaja,Stanovanje,trisobno,2007,,99.1,155000.0,
"CELJE, NOVI TRG 16",Prodaja,Stanovanje,dvosobno,2007,,70.0,135000.0,
"CELJE, NUŠIČEVA 14",Prodaja,Stanovanje,dvoinpolsobno,2010,,63.0,99000.0,
"CELJE, NUŠIČEVA ULICA",Prodaja,Stanovanje,dvosobno,1974,,62.7,99000.0,
"CELJE, OB KOPRIVNICI",Prodaja,Hiša,Samostojna,2002,,380.0,375000.0,
"CELJE, OB MESTNEM PARKU, BLIZU CENTRA",Prodaja,Hiša,Drugo,1500,,206.0,64900.0,
"CELJE, OBLAKOVA",Prodaja,Hiša,Samostojna,1995,,290.0,209000.0,
"CELJE, ODLIČNA LOKACIJA",Prodaja,Hiša,Samostojna,2002,,303.0,285000.0,
"CELJE, ODLIČNA PRILOŽNOST",Prodaja,Poslovni prostor,Neživilska trgovina,2007,,563.5,999000.0,
"CELJE, OPEKARNISKA 10",Prodaja,Stanovanje,trisobno,1984,,81.0,98000.0,
"CELJE, OPEKARNIŠKA 15B",Prodaja,Poslovni prostor,Pisarna,2008,,172.1,1100.0,
"CELJE, OSENCA",Prodaja,Hiša,Samostojna,1946,,180.0,165000.0,
"CELJE, OSTROŽNO",Prodaja,Hiša,Samostojna,1973,,264.0,195000.0,
"CELJE, OSTROŽNO",Prodaja,Poslovni prostor,Kombiniran prostor,1994,,277.6,395000.0,
"CELJE, OSTROŽNO",Prodaja,Hiša,Samostojna,1994,,277.6,395000.0,
"CELJE, OSTROŽNO",Prodaja,Hiša,Samostojna,2002,,382.0,350000.0,
"CELJE, OSTROŽNO",Prodaja,Hiša,Samostojna,2001,,403.0,325000.0,
"CELJE, OSTROŽNO, LAVA",Prodaja,Hiša,Samostojna,1990,,280.0,290000.0,
"CELJE, OSTROŽNO, NADSTANDARD",Prodaja,Hiša,Samostojna,2002,,380.0,375000.0,
"CELJE, OSTROŽNO, NOVA VAS, NOVI TRG",Prodaja,Stanovanje,trisobno,2009,,119.5,200000.0,
"CELJE, OSTROŽNO, PRVOMAJSKA ULICA",Prodaja,Hiša,Dvojček,1992,,193.7,222000.0,
"CELJE, OTOK",Prodaja,Stanovanje,enosobno,1967,,37.0,60000.0,
"CELJE, OTOK - S. ŠLANDER",Prodaja,Stanovanje,dvosobno,1960,,53.0,79000.0,
"CELJE, OTOK, PREKOMORSKE BRIGADE",Prodaja,Stanovanje,dvosobno,1960,,55.0,69900.0,
"CELJE, OZKA ULICA 3",Prodaja,Stanovanje,Drugo,1980,,85.0,122000.0,
"CELJE, PEČOVNIK",Prodaja,Hiša,Samostojna,1955,,50.0,59000.0,
"CELJE, PEČOVNIK, ZAGRAD",Prodaja,Hiša,Dvojček,1966,,232.6,165000.0,
"CELJE, PETROVČE, KASAZE",Prodaja,Stanovanje,trisobno,2011,,98.94,77000.0,
"CELJE, PLAVA LAGUNA",Prodaja,Stanovanje,trisobno,1979,,85.9,125900.0,
"CELJE, PLEČNIKOVA ULICA",Prodaja,Hiša,Samostojna,1974,,170.0,150000.0,
"CELJE, POHORSKA ULICA",Prodaja,Stanovanje,dvoinpolsobno,1979,,76.6,95000.0,
"CELJE, POLULE",Prodaja,Hiša,Samostojna,1966,,150.0,136000.0,
"CELJE, POLULE",Prodaja,Hiša,Samostojna,1966,,158.0,136000.0,
"CELJE, POSLOVNA STAVBA ENERGETIKE",Prodaja,Poslovni prostor,Pisarna,1995,,98.2,105000.0,
"CELJE, PREŠERNOVA ULICA 27",Prodaja,Poslovni prostor,Pisarna,1960,,185.3,215000.0,
"CELJE, PROIZVODNO - SKLADIŠČNI PROSTORI",Prodaja,Poslovni prostor,Prostor za storitve,1995,,1392.0,1429000.0,
"CELJE, SAVINJSKO NABREŽJE 3",Prodaja,Stanovanje,trisobno,1978,,60.0,99000.0,
"CELJE, SKALNA KLET",Prodaja,Hiša,Samostojna,1982,,180.0,165000.0,
"CELJE, SKALNA KLET, POD GRADOM",Prodaja,Hiša,Dvojček,1982,,262.0,146000.0,
"CELJE, SP. HUDINJA",Prodaja,Hiša,Samostojna,1968,,189.0,160000.0,
"CELJE, STARO MESTNO JEDRO",Prodaja,Hiša,Samostojna,1845,,257.0,330000.0,
"CELJE, ŠENTJUNGERT",Prodaja,Vikend,Bivalen,2002,,54.0,72000.0,
"CELJE, ŠENTJUNGERT",Prodaja,Hiša,Samostojna,1975,,91.0,89000.0,
"CELJE, ŠKOFJA VAS",Prodaja,Hiša,Samostojna,1820,,292.0,179000.0,
"CELJE, ŠTORE",Prodaja,Poslovni prostor,Kombiniran prostor,1900,,236.0,65000.0,
"CELJE, ŠTORE",Prodaja,Poslovni prostor,Večji poslovni kompleks,2004,,735.0,249000.0,
"CELJE, TEAHRJE",Prodaja,Stanovanje,dvosobno,2012,,47.0,59000.0,
"CELJE, TEHARSKA CESTA",Prodaja,Poslovni prostor,Pisarna,1960,,194.0,160000.0,
"CELJE, TEHARSKA CESTA",Prodaja,Hiša,Samostojna,2010,,236.0,159000.0,
"CELJE, TEHNOLOŠKI PARK",Prodaja,Poslovni prostor,Gostinski lokal,2008,,434.0,356000.0,
"CELJE, TRNOVLJE",Prodaja,Poslovni prostor,Prostor za storitve,1990,,616.0,1000000.0,
"CELJE, TRUBARJEVA ULICA",Prodaja,Garaža,Vsi tipi,1983,,12.5,7300.0,
"CELJE, V CENTRU",Prodaja,Stanovanje,trisobno,2015,,105.0,99000.0,
"CELJE, V CENTRU MESTA",Prodaja,Poslovni prostor,Prostor za storitve,1990,,1179.0,753900.0,
"CELJE, VRANSKO, JERONIM",Prodaja,Poslovni prostor,Drugo,1996,,490.0,600000.0,
"CELJE, VRUNČEVI 1",Prodaja,Poslovni prostor,Pisarna,1955,,174.0,160000.0,
"CELJE, ZADOBROVA",Prodaja,Hiša,Samostojna,2009,,128.3,260000.0,
"CELJE, ZADOBROVA",Prodaja,Poslovni prostor,Skladišče,1980,,505.0,149000.0,
"CELJE, ZAGRAD",Prodaja,Hiša,Samostojna,2018,,109.0,255000.0,
"CELJE, ZAGRAD",Prodaja,Hiša,Samostojna,2013,,235.0,235000.0,
"CELJE, ZAGRAD",Prodaja,Hiša,Samostojna,2016,,271.0,158000.0,
"CELJE, ZAGRAD",Prodaja,Hiša,Samostojna,2011,,527.8,165000.0,
"CELJE, ZAGRAD SONČNA LOKACIJA",Prodaja,Hiša,Samostojna,2008,,181.6,187000.0,
"CELJE, ZGORNJA HUDINJA",Prodaja,Hiša,Samostojna,1933,,408.0,290000.0,
"CELJE, ZLATEČE PRI ŠENTJURJU 22A",Prodaja,Hiša,Samostojna,2008,,250.0,389000.0,
CEPKI,Prodaja,Hiša,Vrstna,1800,,80.0,49000.0,
"CEPKI, RIŽANA",Prodaja,Hiša,Samostojna,1995,,222.0,350000.0,
"CEPKI, V VASI",Prodaja,Hiša,Vrstna,1995,,222.0,353000.0,
CERINA,Prodaja,Vikend,Zidan,2015,,96.0,75000.0,
CERINA,Prodaja,Hiša,Dvostanovanjska,1988,,172.8,49850.0,
CERINA,Prodaja,Poslovni prostor,Drugo,1684,,832.9,80000.0,
"CERINA, ŽEJNO",Prodaja,Vikend,Zidan,1901,,47.0,9800.0,
CERKLJANSKI VRH,Prodaja,Hiša,Samostojna,2005,,138.0,29900.0,
CERKLJE NA GORENJSKEM,Prodaja,Stanovanje,štirisobno,2007,,102.3,199000.0,
CERKLJE NA GORENJSKEM,Prodaja,Stanovanje,štirisobno,2007,,102.9,199000.0,
CERKLJE NA GORENJSKEM,Prodaja,Hiša,Dvojček,2019,,158.0,225500.0,
CERKLJE NA GORENJSKEM,Prodaja,Hiša,Vrstna,1991,,275.0,245000.0,
CERKLJE NA GORENJSKEM,Prodaja,Hiša,Samostojna,1992,,313.0,400000.0,
"CERKLJE NA GORENJSKEM, APNO",Prodaja,Vikend,Bivalen,1997,,127.0,181000.0,
"CERKLJE NA GORENJSKEM, BLIŽINA LETALIŠČA JOŽETA PUČNIKA",Prodaja,Hiša,Samostojna,1985,,540.0,770000.0,
"CERKLJE NA GORENJSKEM, CENTER",Prodaja,Hiša,Samostojna,1985,,540.0,770000.0,
"CERKLJE NA GORENJSKEM, POD KRVAVCEM",Prodaja,Vikend,Zidan,1991,,81.0,139000.0,
"CERKLJE NA GORENJSKEM, SPODNJI BRNIK",Prodaja,Hiša,Samostojna,1935,,567.0,399000.0,
"CERKLJE NA GORENJSKEM, V CENTRU",Prodaja,Stanovanje,dvosobno,2007,,50.0,118000.0,
CERKLJE OB KRKI,Prodaja,Stanovanje,triinpolsobno,2018,,85.7,99000.0,
CERKLJE OB KRKI,Prodaja,Stanovanje,trisobno,1933,,99.6,109000.0,
CERKLJE OB KRKI,Prodaja,Hiša,Samostojna,1985,,105.0,90000.0,
CERKLJE OB KRKI,Prodaja,Stanovanje,štirisobno,1933,,114.2,144000.0,
CERKLJE OB KRKI,Prodaja,Hiša,Samostojna,1975,,177.6,160000.0,
"CERKLJE OB KRKI, MIRNA, SONČNA LOKACIJA, KRKA",Prodaja,Stanovanje,dvosobno,1933,,50.5,50000.0,
"CERKLJE OB KRKI, MIRNA, SONČNA LOKACIJA, KRKA",Prodaja,Stanovanje,dvosobno,1933,,63.7,64000.0,
"CERKLJE OB KRKI, MIRNA, SONČNA LOKACIJA, KRKA",Prodaja,Stanovanje,trisobno,1933,,85.7,89985.0,
"CERKLJE OB KRKI, MIRNA, SONČNA LOKACIJA, KRKA",Prodaja,Stanovanje,trisobno,1933,,99.6,109000.0,
"CERKLJE OB KRKI, OKOLICA",Prodaja,Hiša,Samostojna,1990,,220.0,250000.0,
CERKNICA,Prodaja,Stanovanje,trisobno,1980,,80.7,116000.0,
CERKNICA,Prodaja,Poslovni prostor,Skladišče,1977,,81.6,47000.0,
CERKNICA,Prodaja,Hiša,Samostojna,1800,,98.0,79900.0,
CERKNICA,Prodaja,Hiša,Samostojna,1861,,310.6,80000.0,
"CERKNICA, CENTER",Prodaja,Hiša,Samostojna,1970,,179.9,155000.0,
"CERKNICA, CENTER",Prodaja,Hiša,Samostojna,1930,,196.0,79900.0,
"CERKNICA, CENTER CERKNICE",Prodaja,Stanovanje,štirisobno,1964,,92.5,1050.0,
"CERKNICA, CENTER NOVE VASI NA BLOKAH",Prodaja,Stanovanje,trisobno,1982,,70.0,56500.0,
"CERKNICA, HITENO, ZAVRH",Prodaja,Hiša,Samostojna,2012,,225.0,110000.0,
"CERKNICA, RAVNIK",Prodaja,Hiša,Samostojna,1945,,150.0,160000.0,
"CERKNICA, STARI TRG PRI LOŽU",Prodaja,Stanovanje,dvosobno,1991,,57.0,45000.0,
CERKNO,Prodaja,Stanovanje,enosobno,1975,,51.2,52000.0,
CERKNO,Prodaja,Hiša,Samostojna,1907,,90.0,50000.0,
CERKNO,Prodaja,Hiša,Samostojna,1900,,116.6,75000.0,
CERKNO,Prodaja,Hiša,Samostojna,2018,,387.0,139000.0,
"CERKNO, CENTER",Prodaja,Hiša,Dvojček,1963,,110.0,69000.0,
"CERKNO, V CENTRU",Prodaja,Hiša,Samostojna,1920,,238.0,69900.0,
CERKVENJAK,Prodaja,Hiša,Samostojna,1930,,63.0,70000.0,
"CERKVENJAK, SLAVŠINA",Prodaja,Hiša,Samostojna,2018,,60.0,29000.0,
CEROV LOG,Prodaja,Vikend,Bivalen,1987,,100.0,95000.0,
CEROVEC POD BOČEM,Prodaja,Hiša,Samostojna,1964,,220.0,110000.0,
CEROVICA,Prodaja,Poslovni prostor,Drugo,1974,,655.0,390000.0,
CEROVO,Prodaja,Hiša,Samostojna,2018,,113.0,177000.0,
CERŠAK,Prodaja,Stanovanje,dvosobno,1975,,59.4,58500.0,
CERŠAK,Prodaja,Stanovanje,dvosobno,1976,,59.4,58500.0,
CERŠAK,Prodaja,Stanovanje,dvoinpolsobno,1960,,68.9,49000.0,
CERŠAK,Prodaja,Hiša,Samostojna,2013,,250.0,58000.0,
"CERŠAK, LOŽA",Prodaja,Stanovanje,dvosobno,1976,,58.08,50000.0,
"CERŠAK, SELNICA OB MURI",Prodaja,Poslovni prostor,Živilska trgovina,1950,,100.0,35000.0,
"CERŠAK, SELNICA OB MURI",Prodaja,Hiša,Samostojna,1950,,100.0,35000.0,
CESTA,Prodaja,Hiša,Dvojček,1947,,110.6,49000.0,
CESTA,Prodaja,Hiša,Samostojna,1976,,157.2,152000.0,
CETORE,Prodaja,Hiša,Vrstna,1900,,168.0,99000.0,
CIGLENCE,Prodaja,Hiša,Samostojna,1930,,66.1,58000.0,
"CIGLENCE, 26 B, SPODNJI DUPLEK",Prodaja,Hiša,Samostojna,1990,,191.0,89000.0,
CIGONCA,Prodaja,Hiša,Samostojna,1966,,153.6,97000.0,
"CIGONCA, SONČNA, BLIZU CENTRA SL. BISTR.",Prodaja,Hiša,Dvojček,1850,,203.0,75000.0,
"CIRINGA, 1",Prodaja,Stanovanje,enosobno,1900,,37.3,13000.0,
"CIRKOVCE, MIHOVCE",Prodaja,Hiša,Samostojna,1971,,188.8,110000.0,
CIRKULANE,Prodaja,Hiša,Samostojna,1885,,76.1,29500.0,
CIRKULANE,Prodaja,Hiša,Samostojna,1898,,150.0,165000.0,
"CIRKULANE, 2 KM IZ CIRKULAN",Prodaja,Hiša,Samostojna,2008,,136.0,92000.0,
"CIRKULANE, BLIZU CENTRA",Prodaja,Hiša,Samostojna,1991,,152.0,89000.0,
"CIRKULANE, VELIKI VRH",Prodaja,Hiša,Samostojna,1964,,91.0,72000.0,
"CIRKULANE, Z RAZGLEDOM",Prodaja,Hiša,Samostojna,1990,,75.0,42000.0,
CIRNIK,Prodaja,Hiša,Samostojna,1923,,42.2,39000.0,
"COL, CENTER",Prodaja,Hiša,Vrstna,1883,,267.0,29000.0,
CUNDROVEC,Prodaja,Hiša,Samostojna,2016,,160.0,266000.0,
"CUNKOVCI, 11A 2272 GORIŠNICA",Prodaja,Hiša,Samostojna,1978,,140.0,70000.0,
CURNOVEC,Prodaja,Vikend,Bivalen,1885,,36.0,30000.0,
CURNOVEC,Prodaja,Vikend,Bivalen,1990,,71.7,42000.0,
CURNOVEC,Prodaja,Vikend,Bivalen,1993,,73.2,48000.0,
CURNOVEC,Prodaja,Hiša,Samostojna,1980,,186.1,80000.0,
CURNOVEC,Prodaja,Hiša,Samostojna,1972,,188.1,190000.0,
"CURNOVEC, 15MINUT ODALJENOSTI OD BREŽIC",Prodaja,Vikend,Zidan,1990,,80.0,93000.0,
"CURNOVEC, MIRNA, SONČNA LOKACIJA",Prodaja,Vikend,Zidan,1993,,84.7,30000.0,
"CURNOVEC, SROMLJE",Prodaja,Hiša,Samostojna,1981,,175.8,35000.0,
CVETKOVCI,Prodaja,Hiša,Samostojna,1968,,102.0,89500.0,
CVETKOVCI,Prodaja,Hiša,Samostojna,1968,,204.0,89500.0,
"CVIŠLERJI, KOČEVJE",Prodaja,Hiša,Dvostanovanjska,1910,,52.9,63000.0,
ČADRAŽE,Prodaja,Posest,Zazidljiva,1910,,30.0,48000.0,
ČAGOŠČE,Prodaja,Hiša,Samostojna,1989,,118.9,190000.0,
ČAGOŠČE,Prodaja,Hiša,Samostojna,2015,,240.0,189900.0,
"ČAGOŠČE, TEMENICA",Prodaja,Hiša,Samostojna,2005,,210.0,220000.0,
ČATEŽ OB SAVI,Prodaja,Počitniški objekt,Počitniška prikolica,2000,,30.0,7000.0,
ČATEŽ OB SAVI,Prodaja,Počitniški objekt,Hiša,1987,,37.7,42120.0,
ČATEŽ OB SAVI,Prodaja,Počitniški objekt,Apartma,1989,,45.0,46000.0,
ČATEŽ OB SAVI,Prodaja,Počitniški objekt,Apartma,1989,,47.0,45000.0,
ČATEŽ OB SAVI,Prodaja,Hiša,Vrstna,1989,,47.2,45000.0,
ČATEŽ OB SAVI,Prodaja,Počitniški objekt,Hiša,1980,,48.0,26000.0,
ČATEŽ OB SAVI,Prodaja,Počitniški objekt,Apartma,1990,,65.1,42000.0,
ČATEŽ OB SAVI,Prodaja,Počitniški objekt,Hiša,1989,,65.8,45000.0,
ČATEŽ OB SAVI,Prodaja,Hiša,Samostojna,1992,,210.0,137000.0,
"ČATEŽ OB SAVI, ČATEŠKE TOPLICE",Prodaja,Vikend,Lesen,2018,,38.0,30000.0,
"ČATEŽ OB SAVI, KONČNA Z ATRIJEM",Prodaja,Počitniški objekt,Vikend,1990,,47.0,40000.0,
"ČATEŽ OB SAVI, MALENCE, 4 KM OD TERM",Prodaja,Vikend,Bivalen,1989,,128.0,89000.0,
"ČATEŽ OB SAVI, SAVSKA POT",Prodaja,Hiša,Samostojna,2018,,170.2,222000.0,
"ČATEŽ OB SAVI, SAVSKA POT",Prodaja,Hiša,Samostojna,2018,,170.2,223000.0,
"ČATEŽ OB SAVI, SAVSKA POT",Prodaja,Hiša,Samostojna,2018,,170.2,227000.0,
"ČATEŽ OB SAVI, SAVSKA POT",Prodaja,Hiša,Samostojna,2018,,170.2,229000.0,
"ČATEŽ OB SAVI, TERME",Prodaja,Hiša,Vrstna,1990,,36.5,46999.0,
"ČATEŽ OB SAVI, TERME",Prodaja,Počitniški objekt,Vikend,1991,,37.74,22000.0,
"ČATEŽ OB SAVI, TERME",Prodaja,Počitniški objekt,Apartma,1985,,39.0,32000.0,
"ČATEŽ OB SAVI, TERME",Prodaja,Počitniški objekt,Hiša,1990,,42.0,33000.0,
"ČATEŽ OB SAVI, TERME",Prodaja,Počitniški objekt,Hiša,1990,,46.0,55000.0,
"ČATEŽ OB SAVI, TERME",Prodaja,Počitniški objekt,Apartma,1990,,46.9,36036.0,
"ČATEŽ OB SAVI, TERME",Prodaja,Počitniški objekt,Apartma,1980,,59.23,63000.0,
"ČATEŽ OB SAVI, TERME",Prodaja,Počitniški objekt,Hiša,1990,,61.0,29500.0,
