ime,posred,vrsta,koliko_sobno,leto_izgradnje,zemljisce,velikost,cena,agencija 
"SKARUČNA, OB POTOČKU IN V MIRU NARAVE",Prodaja,Hiša,,,,"134,00","199.000,00",Real Go d.o.o.
"SKARUČNA, OB POTOČKU IN V MIRU NARAVE",Prodaja,Hiša,,,,"134,00","199.000,00",Real Go d.o.o.
SKOKE,Prodaja,Hiša,,,,"218,00","115.000,00","INSA d.o.o., Europark Maribor"
SKOKE,Prodaja,Hiša,,,,"223,20","129.000,00",Dodoma d.o.o.
SKOKE,Prodaja,Poslovni prostor,,,,"267,00","190.000,00","Simak, d.o.o."
SKOKE,Prodaja,Poslovni prostor,,,,"411,00","250.000,00","Simak, d.o.o."
SKOKE,Prodaja,Poslovni prostor,,,,"850,00","470.000,00","Simak, d.o.o."
"SKOKE, HOLCERJEVA ULICA",Prodaja,Posest,,,,"2.265,00","59.000,00","Nepremičninska družba d.o.o., PE RE/MAX Poetovio"
"SKOKE, LOKACIJA MED DOBROVCI IN SKOKAMI",Prodaja,Posest,,,,"3.944,00","216.920,00","RE/MAX Avenija, Nepremičnine Maribor d.o.o."
"SKOKE, MIKLAVŽ NA DRAVSKEM POLJ",Prodaja,Posest,,,,"1.990,00","45.770,00","D.S.U., d.o.o."
"SKOKE, TABORNIŠKA ULICA",Prodaja,Hiša,,,,"157,90","167.000,00","INSA d.o.o., Europark Maribor"
"SKOKE, USKOŠKA ULICA",Prodaja,Hiša,,,,"195,00","149.900,00","INSA d.o.o., Europark Maribor"
SKOPO,Prodaja,Posest,,,,"2.174,00","40,00",Domodom d.o.o.
"SKOPO, DUTOVLJE OKOLICA",Prodaja,Posest,,,,"1.282,00","40,00","Ruj Nepremičnine, Jernej Suša, s.p."
"SKOPO, PRI SEŽANI",Prodaja,Posest,,,,"1.489,00","40,00",Zasebna ponudba
SKORBA,Prodaja,Posest,,,,"781,00","23.000,00","SM nepremičnine, Aleksandra Bezjak s.p."
SKORIŠNJAK,Prodaja,Posest,,,,"102.100,00","79.000,00",Exedra nepremičnine - Dragan Dušanić s.p.
"SKORIŠNJAK, CCA. 2HA GOZDA",Prodaja,Posest,,,,"73.593,00","95.000,00","Simak, d.o.o."
SKORNO PRI ŠOŠTANJU,Prodaja,Vikend,,,,"1.121,00","14.000,00",Zasebna ponudba
"SKORNO PRI ŠOŠTANJU, 13",Prodaja,Hiša,,,,"126,00","99.000,00","Center nepremičnin, Geoprojekt, Geodetske storitve, projektiranje, inženiring, nepremičnine d.o.o."
"SKORNO PRI ŠOŠTANJU, OB GLAVNI CESTI",Prodaja,Hiša,,,,"100,00","36.000,00",Zasebna ponudba
SKRILJE,Prodaja,Hiša,,,,"111,65","70.000,00","MISTRAL NEPREMIČNINE, Valter Vodopivec s.p."
SLADKA GORA,Prodaja,Vikend,,,,"64,80","30.000,00","Geodet Kralj, geodetske storitve in nepremičnine, Janez Kralj s.p."
"KOPER, CENTER, BLIŽINA TRGA GIORDANO",Prodaja,Hiša,,,,"120,00","238.000,00",Obala nepremičnine d.o.o.
"SLADKA GORA, ŠMARJE PRI JELŠAH, ŠENTJUR",Prodaja,Vikend,,,,"54,00","72.000,00","Biro nepremičnin, Darko Fir s.p."
"SLADKA GORA, ŠMARJE PRI JELŠAH, ŠENTJUR",Prodaja,Hiša,,,,"126,00","72.000,00","Biro nepremičnin, Darko Fir s.p."
SLADKI VRH,Prodaja,Stanovanje,,,,"90,00","82.500,00","RE/MAX Avenija, Nepremičnine Maribor d.o.o."
SLADKI VRH,Prodaja,Hiša,,,,"263,00","35.000,00",PAJNKIHAR nepremičnine in vrednotenje d.o.o.
SLADKI VRH,Prodaja,Posest,,,,"7.482,00","1,00","Agenti nepremičninsko posredovanje, d.o.o."
"SLADKI VRH, CENTER",Prodaja,Stanovanje,,,,"30,00","34.000,00",Zasebna ponudba
"SLADKI VRH, OBČINA ŠENTILJ",Prodaja,Posest,,,,"8.027,00","20.000,00",PAJNKIHAR nepremičnine in vrednotenje d.o.o.
SLAP,Prodaja,Posest,,,,"727,00","89.000,00",Nepremičnine Kranj d.o.o.
SLAP OB IDRIJCI,Prodaja,Posest,,,,"2.000,00","12.000,00","Nepremičnine Prijatelj, svetovanje in nepremičninsko posredovanje d.o.o."
SLAPE,Prodaja,Posest,,,,"582,00","20.000,00","Nepremičninska družba d.o.o., PE RE/MAX Poetovio"
SLATINA,Prodaja,Vikend,,,,"40,00","12.000,00",Zasebna ponudba
SLATINA,Prodaja,Posest,,,,"21.862,00","22,27",HABIT d.o.o.
SLATINA PRI PONIKVI,Prodaja,Posest,,,,"4.017,00","45.000,00","Nepremičninska družba, d.o.o., PE RE/MAX Premium"
SLATINA PRI PONIKVI,Prodaja,Posest,,,,"8.259,00","20.900,00 &euro;<span class=""cena-old"">24.900,00","Nepremičninska družba, d.o.o., PE RE/MAX Premium"
SLATINA V ROŽNI DOLINI,Prodaja,Hiša,,,,"134,00","195.000,00",Mezanin nepremičnine d.o.o.
SLATINA V ROŽNI DOLINI,Prodaja,Hiša,,,,"141,00","114.900,00",Mezanin nepremičnine d.o.o.
"SLATINA V ROŽNI DOLINI, ŠMARTINSKO JEZERO",Prodaja,Hiša,,,,"135,00","195.000,00",Zasebna ponudba
"SLATINA, 22",Prodaja,Hiša,,,,"34,00","15.900,00","Dividenda d.o.o., PE Ptuj"
"SLATINA, MIRNA IN SONČNA LOKACIJA",Prodaja,Posest,,,,"17.036,00","45.000,00","Nepremičninska družba d.o.o., PE RE/MAX Poetovio"
SLATINSKI DOL,Prodaja,Vikend,,,,"49,00","44.900,00","INSA d.o.o., Europark Maribor"
SLAVINA,Prodaja,Stanovanje,,,,"83,95","75.000,00 &euro;<span class=""cena-old"">85.000,00",Nepremičnine Land d.o.o.
SLAVINA,Prodaja,Hiša,,,,"142,00","110.000,00",Nepremičnine Land d.o.o.
SLAVINA,Prodaja,Hiša,,,,"161,50","90.000,00",Nepremičnine Land d.o.o.
"SLAVINA, BLIZU PRESTRANKA",Prodaja,Stanovanje,,,,"84,00","75.000,00","NIONA, Nina Rangus s.p."
"SLAVINA, PRESTRANEK OKOLICA",Prodaja,Stanovanje,,,,"141,00","110.000,00","Ruj Nepremičnine, Jernej Suša, s.p."
"SLAVŠINA, OKOLICA CERKVENJAKA",Prodaja,Posest,,,,"5.435,00","11.900,00",Zasebna ponudba
SLINOVCE,Prodaja,Hiša,,,,"206,00","139.000,00",NNRN nepremičnine d.o.o. Novo mesto
SLIVICE,Prodaja,Posest,,,,"670,00","73.365,00","Stoja trade, d.o.o., Ljubljana"
SLIVJE,Prodaja,Hiša,,,,"168,00","220.000,00",Zasebna ponudba
SLIVNA,Prodaja,Poslovni prostor,,,,"211,00","100.000,00",Mezanin nepremičnine d.o.o.
ZREČE,Prodaja,Stanovanje,,,,"70,30","71.000,00",Val nepremičnine d.o.o.
"SLIVNA, VRH SLIVNE",Prodaja,Hiša,,,,"211,00","100.000,00",Zasebna ponudba
"SLIVNA, ZGORNJA VRH HRIBA",Prodaja,Hiša,,,,"211,00","100.000,00","Portal nepremičnine, Dejan Grošelj s.p."
SLIVNICA PRI CELJU,Prodaja,Hiša,,,,"83,40","39.000,00","Nepremičninska družba, d.o.o., PE RE/MAX Premium"
SLIVNICA PRI MARIBORU,Prodaja,Hiša,,,,"150,00","155.000,00",Dodoma d.o.o.
SLIVNICA PRI MARIBORU,Prodaja,Hiša,,,,"158,00","135.000,00","C-nep agencija, d.o.o."
SLIVNICA PRI MARIBORU,Prodaja,Hiša,,,,"342,00","210.000,00",Zasebna ponudba
SLIVNICA PRI MARIBORU,Prodaja,Posest,,,,"1.800,00","80,00","RE/MAX Avenija, Nepremičnine Maribor d.o.o."
SLIVNIŠKO POHORJE,Prodaja,Hiša,,,,"200,00","150.000,00",Zasebna ponudba
"SLIVNIŠKO POHORJE, ZAZIDLJIVA PARCELA NA POHORJU",Prodaja,Posest,,,,"1.561,00","80.000,00","YES NEPREMIČNINE, nepremičninska agencija, d.o.o."
SLIVNO,Prodaja,Posest,,,,"126.032,00","55.000,00",Mezanin nepremičnine d.o.o.
SLOGONSKO,Prodaja,Posest,,,,"2.478,00","50.000,00",Nepremičnine-Sanja Radivojević s.p.
"SLOGONSKO, KAPELE",Prodaja,Posest,,,,"8.531,00","90.000,00",Nepremičnine-Sanja Radivojević s.p.
SLOPE,Prodaja,Poslovni prostor,,,,"382,70","550.000,00",Urbanistika d.o.o.
SLOVENJ GRADEC,Prodaja,Poslovni prostor,,,,"32,70","39.990,00","Elektron nepremičnine Vlasta Jeromel s.p., PE Slovenj Gradec"
SLOVENJ GRADEC,Prodaja,Stanovanje,,,,"33,00","43.990,00","Elektron nepremičnine Vlasta Jeromel s.p., PE Slovenj Gradec"
SLOVENJ GRADEC,Prodaja,Poslovni prostor,,,,"50,00","31.000,00","Nepremičninska družba, d.o.o., PE RE/MAX Premium"
SLOVENJ GRADEC,Prodaja,Stanovanje,,,,"64,32","100.000,00",Zasebna ponudba
SLOVENJ GRADEC,Prodaja,Poslovni prostor,,,,"98,00","900,00","Elektron nepremičnine Vlasta Jeromel s.p., PE Slovenj Gradec"
SLOVENJ GRADEC,Prodaja,Poslovni prostor,,,,"110,00","100.000,00","SIMOBILIA nepremičnine, d.o.o."
SLOVENJ GRADEC,Prodaja,Poslovni prostor,,,,"131,00","800,00","Elektron nepremičnine Vlasta Jeromel s.p., PE Slovenj Gradec"
SLOVENJ GRADEC,Prodaja,Hiša,,,,"190,00","140.000,00","Elektron nepremičnine Vlasta Jeromel s.p., PE Slovenj Gradec"
SLOVENJ GRADEC,Prodaja,Hiša,,,,"192,00","122.990,00","Elektron nepremičnine Vlasta Jeromel s.p., PE Slovenj Gradec"
SLOVENJ GRADEC,Prodaja,Hiša,,,,"198,00","315.000,00","Nepremičninska družba, d.o.o., PE RE/MAX Premium"
SLOVENJ GRADEC,Prodaja,Hiša,,,,"560,00","615.000,00","Nepremičninska družba, d.o.o., PE RE/MAX Premium"
SLOVENJ GRADEC,Prodaja,Poslovni prostor,,,,"580,00","1.390.000,00","Nepremičninska družba, d.o.o., PE RE/MAX Premium"
SLOVENJ GRADEC,Prodaja,Poslovni prostor,,,,"640,93","229.000,00","DUTB, d.d."
SLOVENJ GRADEC,Prodaja,Posest,,,,"1.127,00","39.445,00","Nepremičninska družba, d.o.o., PE RE/MAX Premium"
SLOVENJ GRADEC,Prodaja,Posest,,,,"4.746,00","149.930,00",Ministrstvo za infrastrukturo
SLOVENJ GRADEC,Prodaja,Posest,,,,"9.007,00","750.000,00",Mavi d.o.o.
"SLOVENJ GRADEC, AVTOBUSNA POSTAJA",Prodaja,Poslovni prostor,,,,"138,00","59.900,00",SIMOBILIA nepremičnine d.o.o.
"SLOVENJ GRADEC, BLIZU CENTRA",Prodaja,Poslovni prostor,,,,"32,00","40.000,00","Nepremičninska družba, d.o.o., PE RE/MAX Premium"
"SLOVENJ GRADEC, CELJSKA",Prodaja,Stanovanje,,,,"134,00","1.000,00","Nepremičninska družba, d.o.o., PE RE/MAX Premium"
"SLOVENJ GRADEC, CENTER",Prodaja,Hiša,,,,"260,00","230.000,00","""NOTE"" poslovne storitve Polona Bobera s.p."
"SLOVENJ GRADEC, CENTER GRADCA",Prodaja,Poslovni prostor,,,,"498,00","450.000,00","Elektron nepremičnine Vlasta Jeromel s.p., PE Slovenj Gradec"
"SLOVENJ GRADEC, CENTER MESTA",Prodaja,Poslovni prostor,,,,"560,00","615.000,00","Nepremičninska družba, d.o.o., PE RE/MAX Premium"
"SLOVENJ GRADEC, CENTER MESTA",Prodaja,Poslovni prostor,,,,"1.705,90","700.000,00",Studio Vida d.o.o.
"SLOVENJ GRADEC, CENTER MESTA",Prodaja,Hiša,,,,"1.705,90","700.000,00",Studio Vida d.o.o.
"SLOVENJ GRADEC, KOPE",Prodaja,Počitniški objekt,,,,"160,00","160.000,00",Mezanin nepremičnine d.o.o.
"SLOVENJ GRADEC, KOPE, SMUČIŠČE",Prodaja,Počitniški objekt,,,,"160,00","170.000,00",Zasebna ponudba
"SLOVENJ GRADEC, LEGEN",Prodaja,Hiša,,,,"400,00","280.000,00","Nepremičninska družba, d.o.o., PE RE/MAX Premium"
"SLOVENJ GRADEC, LEGEN",Prodaja,Posest,,,,"994,00","42,00","Nepremičninska družba, d.o.o., PE RE/MAX Premium"
"TABOR, PREDEL MAGDALENA, BLIZU BOLNICE",Prodaja,Stanovanje,,,,"80,00","82.750,00",Zasebna ponudba
"SLOVENJ GRADEC, MEŠKOVA ULICA",Prodaja,Hiša,,,,"211,50","205.000,00","Elektron nepremičnine Vlasta Jeromel s.p., PE Slovenj Gradec"
"SLOVENJ GRADEC, NASELJE S8",Prodaja,Hiša,,,,"263,90","295.000,00","Elektron nepremičnine Vlasta Jeromel s.p., PE Slovenj Gradec"
"SLOVENJ GRADEC, OBROBJE GRADCA - OZARE",Prodaja,Posest,,,,"1.000,00","33,80","Elektron nepremičnine Vlasta Jeromel s.p., PE Slovenj Gradec"
"SLOVENJ GRADEC, OKOLICA",Prodaja,Hiša,,,,"344,00","548.000,00",GSH REAL d.o.o.
"SLOVENJ GRADEC, OKOLICA, OB ROBU GOZDA",Prodaja,Hiša,,,,"262,00","325.000,00","SIMOBILIA nepremičnine, d.o.o."
"SLOVENJ GRADEC, OZARE",Prodaja,Posest,,,,"701,00","24.535,00","Nepremičninska družba, d.o.o., PE RE/MAX Premium"
"SLOVENJ GRADEC, OZARE",Prodaja,Posest,,,,"1.390,00","67,00","Nepremičninska družba, d.o.o., PE RE/MAX Premium"
"SLOVENJ GRADEC, OZARE",Prodaja,Posest,,,,"3.693,00","51,00","Nepremičninska družba, d.o.o., PE RE/MAX Premium"
"SLOVENJ GRADEC, OZARE",Prodaja,Posest,,,,"4.573,00","51,00","Nepremičninska družba, d.o.o., PE RE/MAX Premium"
"SLOVENJ GRADEC, PODGORSKA CESTA",Prodaja,Hiša,,,,"120,90","83.000,00","Elektron nepremičnine Vlasta Jeromel s.p., PE Slovenj Gradec"
"SLOVENJ GRADEC, PODGORSKA CESTA",Prodaja,Posest,,,,"1.091,00","48.000,00",Zasebna ponudba
"SLOVENJ GRADEC, POHORJE, KOPE",Prodaja,Posest,,,,"427,00","38.000,00",Realia d.o.o.
"SLOVENJ GRADEC, POSLOVNO TRGOVSKI CENTER KATICA",Prodaja,Poslovni prostor,,,,"55,00","22.000,00","Nepremičninska družba, d.o.o., PE RE/MAX Premium"
"SLOVENJ GRADEC, PTC KATICA",Prodaja,Poslovni prostor,,,,"16,00","19.990,00","Elektron nepremičnine Vlasta Jeromel s.p., PE Slovenj Gradec"
"SLOVENJ GRADEC, RONKOVA ULICA",Prodaja,Stanovanje,,,,"138,84","280.000,00","SIMOBILIA nepremičnine, d.o.o."
"SLOVENJ GRADEC, S8 TOMŠIČEVA ULICA",Prodaja,Stanovanje,,,,"66,67","77.990,00","Elektron nepremičnine Vlasta Jeromel s.p., PE Slovenj Gradec"
"SLOVENJ GRADEC, SELE",Prodaja,Hiša,,,,"436,00","250.000,00",Zasebna ponudba
"SLOVENJ GRADEC, SELE",Prodaja,Poslovni prostor,,,,"737,00","150.000,00",Zasebna ponudba
"SLOVENJ GRADEC, SELE",Prodaja,Posest,,,,"29.118,00","250.000,00",Zasebna ponudba
"SLOVENJ GRADEC, STARI TRG",Prodaja,Hiša,,,,"290,00","179.000,00",Zasebna ponudba
"SLOVENJ GRADEC, STARI TRG",Prodaja,Posest,,,,"4.389,00","24,00","Nepremičninska družba, d.o.o., PE RE/MAX Premium"
"SLOVENJ GRADEC, TOMAŠKA VAS",Prodaja,Posest,,,,"2.773,00","23,00","Nepremičninska družba, d.o.o., PE RE/MAX Premium"
"SLOVENJ GRADEC, TOMŠIČEVA ULICA",Prodaja,Poslovni prostor,,,,"73,00","89.900,00","Center nepremičnin, Geoprojekt, Geodetske storitve, projektiranje, inženiring, nepremičnine d.o.o."
"SLOVENJ GRADEC, TOMŠIČEVA ULICA",Prodaja,Poslovni prostor,,,,"116,00","109.900,00","Center nepremičnin, Geoprojekt, Geodetske storitve, projektiranje, inženiring, nepremičnine d.o.o."
"SLOVENJ GRADEC, VRHE",Prodaja,Posest,,,,"1.895,00","10,00",Zasebna ponudba
"SLOVENJ GRADEC, ZRAVEN LIDLA",Prodaja,Posest,,,,"830,00","69.990,00","Elektron nepremičnine Vlasta Jeromel s.p., PE Slovenj Gradec"
"SLOVENJA VAS, 12B",Prodaja,Hiša,,,,"260,00","299.000,00",Zasebna ponudba
"SLOVENJA VAS, BLIZU DO AC",Prodaja,Posest,,,,"800,00","22.400,00","M nepremičnine, Milena Jančič s.p."
"SLOVENJA VAS, PTUJ - MARIBOR",Prodaja,Poslovni prostor,,,,"3.400,00","1.512.000,00",Lares nepremičninska družba d.o.o.
"SLOVENJA VAS, V BLIŽINI AVTOCESTE",Prodaja,Hiša,,,,"179,00","168.900,00","M nepremičnine, Milena Jančič s.p."
"SLOVENJA VAS, VAS12C",Prodaja,Hiša,,,,"260,00","310.000,00",Zasebna ponudba
SLOVENSKA BISTRICA,Prodaja,Stanovanje,,,,"42,00","49.000,00","Agenti nepremičninsko posredovanje, d.o.o."
SLOVENSKA BISTRICA,Prodaja,Poslovni prostor,,,,"48,10","38.000,00","Idila nepremičnine, Damijan Kokol s.p."
SLOVENSKA BISTRICA,Prodaja,Poslovni prostor,,,,"48,10","29.900,00 &euro;<span class=""cena-old"">38.000,00","Idila nepremičnine, Damijan Kokol s.p."
SLOVENSKA BISTRICA,Prodaja,Stanovanje,,,,"60,81","75.000,00",Zasebna ponudba
SLOVENSKA BISTRICA,Prodaja,Stanovanje,,,,"61,40","78.000,00","Agenti nepremičninsko posredovanje, d.o.o."
SLOVENSKA BISTRICA,Prodaja,Stanovanje,,,,"61,50","71.000,00","Agenti nepremičninsko posredovanje, d.o.o."
SLOVENSKA BISTRICA,Prodaja,Hiša,,,,"64,40","42,00",Zoro d.o.o.
SLOVENSKA BISTRICA,Prodaja,Stanovanje,,,,"65,99","70.900,00 &euro;<span class=""cena-old"">73.000,00","Agenti nepremičninsko posredovanje, d.o.o."
SLOVENSKA BISTRICA,Prodaja,Stanovanje,,,,"73,00","92.000,00","Agenti nepremičninsko posredovanje, d.o.o."
LJ. NAJRAJE JUG ALI ZAHOD,Najem,Stanovanje,,,,"41,00","450,00",Zasebna ponudba
SLOVENSKA BISTRICA,Prodaja,Stanovanje,,,,"78,40","107.000,00","Agenti nepremičninsko posredovanje, d.o.o."
SLOVENSKA BISTRICA,Prodaja,Poslovni prostor,,,,"86,00","130.000,00",Zoro d.o.o.
SLOVENSKA BISTRICA,Prodaja,Stanovanje,,,,"92,50","155.000,00","Agenti nepremičninsko posredovanje, d.o.o."
SLOVENSKA BISTRICA,Prodaja,Hiša,,,,"97,28","149.900,00 &euro;<span class=""cena-old"">169.000,00",Atrium nepremičnine d.o.o.
SLOVENSKA BISTRICA,Prodaja,Hiša,,,,"97,28","133.900,00 &euro;<span class=""cena-old"">149.900,00",Atrium nepremičnine d.o.o.
SLOVENSKA BISTRICA,Prodaja,Hiša,,,,"97,28","133.900,00",Atrium nepremičnine d.o.o.
SLOVENSKA BISTRICA,Prodaja,Hiša,,,,"100,00","109.900,00",Zasebna ponudba
SLOVENSKA BISTRICA,Prodaja,Hiša,,,,"128,00","92.000,00 &euro;<span class=""cena-old"">95.000,00",Zoro d.o.o.
SLOVENSKA BISTRICA,Prodaja,Hiša,,,,"141,40","169.000,00 &euro;<span class=""cena-old"">178.000,00","Agenti nepremičninsko posredovanje, d.o.o."
SLOVENSKA BISTRICA,Prodaja,Hiša,,,,"142,00","129.000,00","Agenti nepremičninsko posredovanje, d.o.o."
SLOVENSKA BISTRICA,Prodaja,Hiša,,,,"151,20","160.000,00","Agenti nepremičninsko posredovanje, d.o.o."
SLOVENSKA BISTRICA,Prodaja,Hiša,,,,"193,00","240.000,00",Zoro d.o.o.
SLOVENSKA BISTRICA,Prodaja,Hiša,,,,"194,10","169.000,00","Agenti nepremičninsko posredovanje, d.o.o."
SLOVENSKA BISTRICA,Prodaja,Hiša,,,,"210,00","189.000,00",Zoro d.o.o.
SLOVENSKA BISTRICA,Prodaja,Hiša,,,,"210,00","189.000,00","Agenti nepremičninsko posredovanje, d.o.o."
SLOVENSKA BISTRICA,Prodaja,Hiša,,,,"240,00","79.000,00","Agenti nepremičninsko posredovanje, d.o.o."
SLOVENSKA BISTRICA,Prodaja,Hiša,,,,"245,00","149.990,00",Zoro d.o.o.
SLOVENSKA BISTRICA,Prodaja,Hiša,,,,"262,80","460.000,00",Rocco nepremičnine d.o.o.
SLOVENSKA BISTRICA,Prodaja,Hiša,,,,"280,00","220.000,00","Agenti nepremičninsko posredovanje, d.o.o."
SLOVENSKA BISTRICA,Prodaja,Hiša,,,,"320,00","270.000,00",Zoro d.o.o.
SLOVENSKA BISTRICA,Prodaja,Poslovni prostor,,,,"340,00","500.000,00",Bajtiga poslovanje z nepremičninami d.o.o.
SLOVENSKA BISTRICA,Prodaja,Hiša,,,,"360,00","240.000,00","Agenti nepremičninsko posredovanje, d.o.o."
SLOVENSKA BISTRICA,Prodaja,Hiša,,,,"360,00","350.000,00",Zasebna ponudba
SLOVENSKA BISTRICA,Prodaja,Hiša,,,,"444,00","156.000,00","Maryland, nepremičnine d.o.o."
SLOVENSKA BISTRICA,Prodaja,Hiša,,,,"450,00","299.000,00",Mezanin nepremičnine d.o.o.
SLOVENSKA BISTRICA,Prodaja,Posest,,,,"496,00","43.000,00","Agenti nepremičninsko posredovanje, d.o.o."
SLOVENSKA BISTRICA,Prodaja,Posest,,,,"809,00","52,00",Zoro d.o.o.
SLOVENSKA BISTRICA,Prodaja,Posest,,,,"950,00","75,00",Zoro d.o.o.
"LJ. BEŽIGRAD, TOPNIŠKA",Oddaja,Stanovanje,,,,"31,00","350,00",Zasebna ponudba
SLOVENSKA BISTRICA,Prodaja,Posest,,,,"1.003,00","50,00",Zoro d.o.o.
SLOVENSKA BISTRICA,Prodaja,Poslovni prostor,,,,"1.008,50","488.000,00","DUTB, d.d."
SLOVENSKA BISTRICA,Prodaja,Posest,,,,"1.036,00","34,00",Zoro d.o.o.
SLOVENSKA BISTRICA,Prodaja,Posest,,,,"1.169,00","34.000,00","Agenti nepremičninsko posredovanje, d.o.o."
SLOVENSKA BISTRICA,Prodaja,Posest,,,,"1.255,00","70,00","C-nep agencija, d.o.o."
SLOVENSKA BISTRICA,Prodaja,Posest,,,,"1.255,00","60,00",Zoro d.o.o.
SLOVENSKA BISTRICA,Prodaja,Posest,,,,"1.356,00","43.000,00","Agenti nepremičninsko posredovanje, d.o.o."
SLOVENSKA BISTRICA,Prodaja,Posest,,,,"1.451,00","55,00",Zoro d.o.o.
SLOVENSKA BISTRICA,Prodaja,Posest,,,,"1.500,00","85,00",Zoro d.o.o.
SLOVENSKA BISTRICA,Prodaja,Posest,,,,"1.565,00","85,00","Agenti nepremičninsko posredovanje, d.o.o."
SLOVENSKA BISTRICA,Prodaja,Posest,,,,"1.877,00","36.000,00","Agenti nepremičninsko posredovanje, d.o.o."
SLOVENSKA BISTRICA,Prodaja,Posest,,,,"2.300,00","87.000,00","Agenti nepremičninsko posredovanje, d.o.o."
SLOVENSKA BISTRICA,Prodaja,Posest,,,,"3.694,00","43.000,00","Agenti nepremičninsko posredovanje, d.o.o."
SLOVENSKA BISTRICA,Prodaja,Posest,,,,"6.820,00","550.000,00","Nepremičninska družba, d.o.o., PE RE/MAX Premium"
SLOVENSKA BISTRICA,Prodaja,Posest,,,,"6.826,00","375.000,00",Zoro d.o.o.
SLOVENSKA BISTRICA,Prodaja,Posest,,,,"7.042,00","59,00",Zoro d.o.o.
SLOVENSKA BISTRICA,Prodaja,Posest,,,,"12.032,00","750.000,00",Zasebna ponudba
SLOVENSKA BISTRICA,Prodaja,Posest,,,,"14.890,00","25,00",Zasebna ponudba
"SLOVENSKA BISTRICA, ALJAŽEVA ULICA",Prodaja,Posest,,,,"1.800,00","55.000,00",Zasebna ponudba
"SLOVENSKA BISTRICA, CENTER",Prodaja,Poslovni prostor,,,,"13,20","15.000,00",Zoro d.o.o.
"SLOVENSKA BISTRICA, CENTER",Prodaja,Poslovni prostor,,,,"40,67","42.000,00",Zoro d.o.o.
"SLOVENSKA BISTRICA, CENTER",Prodaja,Poslovni prostor,,,,"109,00","90.000,00",Zoro d.o.o.
"SLOVENSKA BISTRICA, CENTER",Prodaja,Poslovni prostor,,,,"117,50","59.500,00",Zoro d.o.o.
"SLOVENSKA BISTRICA, CENTER",Prodaja,Posest,,,,"171,00","14.500,00",Zoro d.o.o.
"SLOVENSKA BISTRICA, CENTER",Prodaja,Hiša,,,,"186,00","299.000,00",Zasebna ponudba
"SLOVENSKA BISTRICA, CENTER",Prodaja,Poslovni prostor,,,,"193,60","96.000,00",Heta Asset Resolution d.o.o.
"LJ. BEŽIGRAD, VODOVODNA CESTA",Oddaja,Poslovni prostor,,,,"78,80","12,00",iProjekt d.o.o.
"SLOVENSKA BISTRICA, CENTER",Prodaja,Hiša,,,,"300,00","250.000,00",Zasebna ponudba
"SLOVENSKA BISTRICA, CENTER",Prodaja,Stanovanje,,,,"500,00","150.000,00",Zasebna ponudba
"SLOVENSKA BISTRICA, CENTER",Prodaja,Poslovni prostor,,,,"1.104,80","343.500,00","RE/MAX Avenija, Nepremičnine Maribor d.o.o."
"SLOVENSKA BISTRICA, CIGONCA",Prodaja,Hiša,,,,"222,40","97.000,00",Zoro d.o.o.
"SLOVENSKA BISTRICA, CIGONCA",Prodaja,Posest,,,,"731,00","22.203,00","Simak, d.o.o."
"SLOVENSKA BISTRICA, CIGONCA",Prodaja,Posest,,,,"1.108,00","23.563,00",Zoro d.o.o.
"SLOVENSKA BISTRICA, INDUSTRIJSKA CONA",Prodaja,Poslovni prostor,,,,"2.422,00","790,00",Alf Commerce d.o.o.
"SLOVENSKA BISTRICA, KAJUHOVA 25",Prodaja,Posest,,,,"754,00","50.593,00",PRO-REM d.o.o. - v likvidaciji
"SLOVENSKA BISTRICA, LESKOVEC",Prodaja,Posest,,,,"512,00","18.500,00",Zoro d.o.o.
"SLOVENSKA BISTRICA, LESKOVEC",Prodaja,Posest,,,,"974,00","59.000,00","Agenti nepremičninsko posredovanje, d.o.o."
"SLOVENSKA BISTRICA, LESKOVEC",Prodaja,Posest,,,,"1.023,00","36.000,00",Zoro d.o.o.
"SLOVENSKA BISTRICA, OB LJUBLJANSKI CESTI",Prodaja,Posest,,,,"10.498,00","25,00",Mapros d.o.o.
"SLOVENSKA BISTRICA, OBRTNA CONA",Prodaja,Poslovni prostor,,,,"218,00","500.000,00",HABIT d.o.o.
"SLOVENSKA BISTRICA, OKOLICA",Prodaja,Hiša,,,,"65,00","39.000,00",Zoro d.o.o.
"SLOVENSKA BISTRICA, OKOLICA",Prodaja,Hiša,,,,"101,60","70.000,00",Zoro d.o.o.
"SLOVENSKA BISTRICA, OKOLICA",Prodaja,Hiša,,,,"377,00","199.000,00",Zoro d.o.o.
"SLOVENSKA BISTRICA, OKOLICA",Prodaja,Posest,,,,"2.006,00","21.000,00",Zoro d.o.o.
"SLOVENSKA BISTRICA, OPTIMA1",Prodaja,Stanovanje,,,,"80,00","107.000,00",Zasebna ponudba
"SLOVENSKA BISTRICA, PARTIZANSKA ULICA",Prodaja,Stanovanje,,,,"70,50","79.900,00",Zoro d.o.o.
"SLOVENSKA BISTRICA, PARTIZANSKA ULICA 14",Prodaja,Hiša,,,,"381,00","239.000,00",Raiffeisen Leasing d.o.o.
"SLOVENSKA BISTRICA, POLJČANE",Prodaja,Posest,,,,"3.607,00","25.000,00",Fesst nepremičnine d.o.o.
